Rank,Brand,Bucket,Priority,Score,Source tags,Suggested incumbents to conquest,Suggested buyer titles,Outreach hook,Website,Contact Names,Contact Titles,Contact Links,Tagline,Description
59,Leisure Hydration,Beverage,A,5,Startup CPG Expo West 2025,Coca-Cola; PepsiCo; LaCroix/Spindrift-style sparkling; Gatorade/Powerade; Vitaminwater,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,"When a shopper adds a competing drink to their grocery list, Pop can suggest Leisure Hydration with a rebate — pay only on receipt-verified purchase.",https://leisureproject.co,Matt Holden,Founder/Representative,https://www.tryglimpse.com/post/how-leisure-hydration-went-from-local-demos-to-a-national-whole-foods-launch,Hydration for the Creative Mind,"Leisure Hydration, produced by DYB + KYP LLC, is a functional beverage brand that has expanded from local demos to national distribution in retailers like Whole Foods. The brand focuses on hydration solutions designed for modern lifestyles."
60,Masala Gossip,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Masala Gossip as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://masalagossip.com/,,,,Flavors Worth Talking About,"Masala Gossip celebrates the joy of cooking and connection by making high‑quality Indian flavors an essential part of everyday meals for families. The brand offers a range of authentic sauces, simmer blends, and chili crisps that bring vibrant, restaurant‑style taste to home kitchens."
61,Modica,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Modica as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.drinkmodica.com,"Mindful Beverage Group, LLC",Parent Company,270.792.0422,Premium cocktail and mocktail mixers fortified with vitamins and electrolytes.,"Modica, a brand under Mindful Beverage Group, LLC, specializes in creating high-quality cocktail and mocktail mixers that are enriched with essential vitamins and electrolytes. Designed for health-conscious consumers and mixology enthusiasts alike, Modica’s product line offers a convenient way to elevate drinks with added nutritional benefits. With a focus on clean ingredients and bold flavors, Modica delivers mixers that cater to both traditional cocktails and modern, wellness-oriented beverage trends."
62,My Better Batch,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present My Better Batch as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://mybetterbatch.com,,,,"Premium, non‑GMO cookie mixes that bring bakery‑quality to your kitchen.","My Better Batch is a women‑owned baking brand that creates high‑quality, easy‑to‑bake cookie mixes made with non‑GMO ingredients. Since its launch, the company has expanded its presence to Sprouts Farmers Market nationwide, landed in major retailers such as Costco and Target, and now offers its products in over 5,000 stores. The brand focuses on delivering a convenient, flavorful baking experience while maintaining a commitment to quality and sustainability."
63,NOON,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present NOON as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.noonworld.com,,,,Performance-driven cognitive wellness brand,"NOON is a performance wellness company that blends science-backed, plant-powered ingredients to create cognitive wellness products. Founded by Jane, who built the formulas from scratch using clinical research and traditional wisdom, NOON offers a range of products from dried blends for homemade-ish salad dressings to plant-based supplements designed to enhance mind and mood. The brand has recently expanded its reach by entering 104 Walmart stores across the West Coast and Hawaii, bringing its cognitive wellness solutions to a broader consumer base."
64,PLINK!,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present PLINK! as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://drinkplink.com/,,,,The best tasting electrolyte tablets on the planet.,"PLINK! Hydration offers a line of fruity, fizzy electrolyte tablets that deliver 3x essential electrolytes per serving. Each tablet is non‑GMO, contains only 1 g of sugar, is keto‑friendly, and provides just 10 calories. Positioned between extreme hydration options and legacy water enhancers, PLINK! focuses on flavor first while delivering effective hydration for athletes, fitness enthusiasts, and everyday consumers."
65,Pricklee,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Pricklee as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.drinkpricklee.com,Brittany Wengel,Strategic Brand & Marketing Advisor,https://www.linkedin.com/in/brittanywengel,Natural Hydration Drink,"Pricklee is a beverage company that specializes in producing natural hydration drinks made from the prickly pear cactus. Originally launched as a cactus water brand, the company recently rebranded to focus on replacing artificial hydration with clean, plant-based ingredients."
66,RINGA,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present RINGA as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.ringa.com,,,,"Plant‑powered, nutrient‑dense holistic hydration","RINGA™ is a consciously crafted, plant‑powered hydration brand that delivers the benefits of raw apple cider vinegar (ACV) in a delicious, nutrient‑dense formula. The drinks are vegan, allergen‑free, and designed to support overall wellness with a focus on natural ingredients and sustainability. As a 1% for the planet member, RINGA is committed to quality, integrity, and environmental stewardship."
67,S’NOODS,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present S’NOODS as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.eatsnoods.com/,Lauryn Bodden,Founder,Not specified,Everyone's Favorite Noodle Chips,"S'NOODS is a CPG snack brand that creates gluten-free noodle chips inspired by global flavors. Founded by Lauryn Bodden, the company transforms traditional pasta and noodle concepts into crunchy, shelf-stable snacks available in retail stores and online."
68,The Chai Box,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present The Chai Box as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://thechaibox.com/,,,,Women-owned small-batch chai company,"The Chai Box is a women-owned small-batch chai company that sources single-origin spices from family-owned farms in India. The brand focuses on sustainability, including composting chai production, and offers traditional and premium chai blends that have earned national recognition such as being featured on Oprah's Favorite Things. The Chai Box has expanded its reach through major retailers like Costco and offers curated gift sets for occasions such as Mother’s Day."
69,The Greater Knead,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present The Greater Knead as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,http://www.nosh.com/brands/the-greater-knead,Craig F. (Craig Franzblau),CPG Brand Management | Omni-Channel,https://linkedin.com/in/craigfranzblau,Certified gluten‑free and allergen‑free self‑manufacturer for private label and co‑packing.,"The Greater Knead is a certified gluten‑free and allergen‑free self‑manufacturer that specializes in NY‑style bagels and soft pretzel nuggets. Leveraging advanced baking techniques, the company offers private‑label and co‑packing services to brands seeking high‑quality, safe baked goods. Recent packaging refreshes and texture improvements underscore its commitment to product excellence and consumer safety."
70,TruJoy Yogurt,Dairy / Frozen Treats,A,5,Startup CPG Expo West 2025,Danone; General Mills; Nestlé; Unilever; Chobani,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Intercept shoppers at list-build time and offer TruJoy Yogurt as a swap vs an incumbent — pay only on receipt-verified purchase.,https://www.nosh.com/brands/trujoy-yogurt,Charlie Gentry,Founder/Representative,https://www.linkedin.com/posts/charlie-gentry-1382b7b2_im-thrilled-to-announce-that-trujoy-yogurt-activity-7324108637801512961--5Py,"Simple, Natural & Timeless Ingredients","TruJoy Yogurt specializes in creating frozen Greek yogurt that is high in protein, contains live probiotic cultures, and is naturally gluten-free. It is positioned as an elevated frozen dessert that is as delicious as it is nutritious."
71,Twisted Alchemy,Beverage,A,5,Startup CPG Expo West 2025,Coca-Cola; PepsiCo; LaCroix/Spindrift-style sparkling; Gatorade/Powerade; Vitaminwater,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,"When a shopper adds a competing drink to their grocery list, Pop can suggest Twisted Alchemy with a rebate — pay only on receipt-verified purchase.",https://www.twistedalchemy.com,Kim Holstein | Scott Holstein,Co-Founder | Co-Founder,https://www.linkedin.com/in/kimholstein | https://www.linkedin.com/in/scottholstein,Elevate your spirits with cold-pressed juice for craft cocktails.,"Twisted Alchemy is a leading supplier of cold-pressed juices specifically designed for craft cocktails. Serving bars, restaurants, and hotels, the company provides high-quality, fresh juices with no added sugar to streamline beverage programs and ensure consistency."
72,WHIMS Delights,Snack / Grocery,A,5,Startup CPG Expo West 2025,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present WHIMS Delights as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.whimsdelights.com/,,,,"Permissible indulgence: 1 g sugar, no palm oil, plant‑based candy.","Whims Delights is a plant‑based confectionery brand that redefines indulgence with low‑sugar, dairy‑free candy bars. Their flagship products include oat‑milk chocolate peanut butter cups, oat‑milk chocolate caramel cookie bars, and oat‑milk chocolate peanut nougat bars, each crafted with 88 % less sugar than leading competitors while avoiding palm oil, sugar alcohols, and animal dairy. The brand emphasizes sustainable sourcing, clean ingredients, and a modern, health‑conscious approach to sweet treats."
73,88 Acres,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present 88 Acres as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,http://www.nosh.com/brands/88-acres,Nicole Ledoux | Maile Buker,Co-Founder | Fractional Chief Marketing Officer / Advisor,https://blog.misfitsmarket.com/meet-nicole-ledoux-co-founder-of-88-acres/ | https://www.linkedin.com/in/mailebuker,"Seed-based snack foods made with real, simple, whole ingredients.","88 Acres is a Boston-based seed-based snack food company that creates a range of wholesome products using only real, simple, whole ingredients. Their portfolio includes seed-based bars, seed butters, and granolas that combine whole seeds such as pumpkin, sunflower, and flax with minimal, clean ingredients."
74,A Dozen Cousins,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present A Dozen Cousins as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://adozencousins.com/,,,,Ready-to-eat culturally authentic foods for every table.,"A Dozen Cousins is a Black-owned brand that brings the flavors of Creole, Caribbean, and Latin American cuisine to the modern kitchen. Founded in 2018 by Basir, the company offers a range of ready-to-eat products—including beans, rice, and seasoned sauces—that celebrate family traditions and cultural heritage. Each item is crafted with natural ingredients and authentic recipes, providing convenient, flavorful meals for busy households."
75,A-Sha,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present A-Sha as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://ashadrynoodle.com,,,,"High‑quality, air‑dried ramen noodles for the health‑conscious consumer","A‑Sha Foods is a consumer‑packaged goods (CPG) company that produces premium, air‑dried ramen noodles. The brand emphasizes clean ingredients, bold flavors, and convenient, shelf‑stable packaging. A‑Sha has gained attention through creative pop‑culture collaborations, such as its SpongeBob SquarePants‑inspired ramen cups, and partners with retailers for private‑label innovation."
76,AG1,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present AG1 as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://drinkag1.com,Dan Tramontozzi | Arselie Miller | Jeanessa Sugg,"VP of Growth | Senior Manager, Shopper Marketing | Commerce Strategy | Shopper Marketing",https://www.linkedin.com/in/dan-tramontozzi | https://www.linkedin.com/in/arselie-miller | https://www.linkedin.com/in/jeanessasugg,"Daily health drink with 75+ vitamins, minerals, superfoods, probiotics and adaptogens.","AG1 is a holistic wellness brand specializing in a comprehensive daily nutritional supplement containing 75+ essential nutrients. Originally known for its core greens powder, the company has expanded its product ecosystem to include Next-Gen flavors like Tropical and Citrus, as well as a dedicated sleep supplement called AGZ. The brand focuses on science-backed health solutions for energy, recovery, and overall performance, and is expanding its retail presence through partners like The Vitamin Shoppe."
77,AHA,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present AHA as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://ahamarketing.com,Laurel Rundle | Austin Merritt,Founder / CPG Sampling Expert | Chief Product Officer,https://www.linkedin.com/in/laurelrundle | https://www.linkedin.com/in/austinmerritt,Connecting brands with consumers through trusted professional channels,"Aha Marketing is a CPG marketing agency specializing in venue-based sampling and strategic partnerships. Since 2011, they have focused on turning product trial into content wins by leveraging the relationship between brands and venue partners."
78,Abe's Muffins,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Abe's Muffins as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://abes-muffins.com,,,,"Best-selling vegan, allergy-friendly muffins.","Abe's Muffins is a leading vegan and allergy-friendly baked goods brand that offers a range of muffins made with wholesome, plant‑based ingredients. The company operates a dedicated school‑friendly facility that ensures safe, allergen‑free production, and has expanded its distribution to major retailers such as Kroger, Wegmans, and other national chains. Abe's is also committed to sustainability, having transitioned from plastic to recyclable paperboard packaging to reduce its environmental footprint."
79,Abe's Vegan Muffins,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Abe's Vegan Muffins as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.abesveganmuffins.com,,,,"Vegan, nut‑free baked goods for everyone","Abe's Vegan Muffins is a plant‑based bakery that specializes in vegan, nut‑free, and allergy‑friendly baked goods. Their menu includes a variety of muffins, cakes, and celebration treats made with wholesome ingredients and free from common allergens, making them a popular choice for people with dietary restrictions and for parties that require allergy‑aware options."
80,Acai Roots,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Acai Roots as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.acairoots.com,,,,Premium açaí products for health-conscious consumers.,"Acai Roots specializes in high-quality açaí products, offering a range of sorbets, beverages, and superfoods. Their offerings are vegan-friendly, non‑GMO, and certified organic, catering to consumers seeking nutritious, plant‑based options."
81,Acid League,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Acid League as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.acidleague.com,,,,A modern pantry brand reinventing acid-based products.,"Acid League is a science-driven food and beverage company that specializes in reinventing vinegar and other acid-based pantry staples. They offer a range of living vinegars, vinaigrettes, hot sauces, condiments, and beverages designed with a focus on flavor and culinary innovation."
82,Actual Veggies,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Actual Veggies as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://actualveggies.com/,Maya Kaimal | Fiona Windsor,Collaborator/Partner | Chief Operating Officer | Advisory Board,https://www.foodbusinessnews.net/articles/28857-actual-veggies-collaboration-focuses-on-global-cuisine | https://au.linkedin.com/in/fionawindsor,"Chef‑crafted, colorful veggie burgers and super fries that taste like real food.","Actual Veggies creates chef‑crafted, naturally colorful vegetable burgers, cheese‑style veggie burgers, and super fries made with fresh vegetables. Their plant‑based products are designed to taste like real food and are sold nationwide in grocery stores and online. The brand has recently expanded into the kids’ aisle with dinosaur‑shaped vegetable nuggets and continues to innovate with global‑cuisine inspired offerings."
83,Alani Nu,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Alani Nu as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.alaninu.com,Katy Hearn,Founder,https://www.linkedin.com/posts/maxbaumann_most-energy-drink-brands-were-built-for-men-activity-7374912673836290048-aMiF,A health and wellness brand for women,"Founded in 2018 by Katy Hearn, Alani Nu is a health and wellness brand that specializes in energy drinks and supplements. The brand was created to provide a female-focused alternative to traditional energy drink brands, moving away from aggressive branding toward a more inclusive aesthetic."
84,Alden's Organic,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Alden's Organic as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.nosh.com/brands/aldens-organic-ice-cream,,,,"Crafted to be creamy and melt-in-your-mouth amazing, Alden's Organic Dairy Free serves up true-to-flavor taste and texture.","Alden's Organic is a premium plant‑based ice cream brand that offers a range of dairy‑free, organic flavors crafted from high‑quality ingredients. Founded in 2004 and based in Oregon, the company produces creamy, melt‑in‑your‑mouth desserts that cater to health‑conscious consumers and those with dietary restrictions. Their product line includes classic vanilla, chocolate, and seasonal flavors such as Peachy Keen Twist, Ooey Gooey Brownie, and other innovative plant‑based options."
85,Alec's Ice Cream,Dairy / Frozen Treats,A,4,,Danone; General Mills; Nestlé; Unilever; Chobani,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Intercept shoppers at list-build time and offer Alec's Ice Cream as a swap vs an incumbent — pay only on receipt-verified purchase.,https://www.alecsicecream.com/,Devon Steinberg,Influencer Marketing Specialist,https://www.linkedin.com/in/devon-steinberg-98392428,Regenerative organic ice cream made with A2 dairy.,"Alec's Ice Cream is a California‑based brand dedicated to creating healthier, planet‑friendly ice cream. Using regenerative organic ingredients and 100% A2 dairy, the company offers a range of unique, sustainably sourced flavors that appeal to health‑conscious and environmentally aware consumers. Their mission is to combine taste, nutrition, and regenerative agriculture to deliver a product that benefits both people and the planet."
86,Alexandre Family Farm,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Alexandre Family Farm as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://alexandrefamilyfarm.com,,,,America's first certified regenerative dairy farm,"Alexandre Family Farm is a regenerative certified dairy farm dedicated to producing nutrient‑dense, organic A2/A2 milk and eggs. Founded in 2017, the farm pioneered a branded regenerative dairy line and has partnered with brands such as Alec’s Ice Cream. Their commitment to regenerative agriculture, animal welfare, and sustainable practices has positioned them as a leader in the clean‑label, high‑quality dairy market."
87,Alexia,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Alexia as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://www.alexiafoods.com,Alexia Wharton | Alexia Leonard | Alexia Niparko,Leadership | Marketing Exec | Brand Manager | CPG Professional,https://ca.linkedin.com/in/alexiawharton | https://uk.linkedin.com/in/alexia-leonard-620a7064 | https://littlegreensteps.substack.com,Here's to Taste Buds,"Alexia Foods is a premium frozen food brand specializing in high-quality potato products and side dishes. A subsidiary of ConAgra Foods, the brand is known for its commitment to non-GMO ingredients and gourmet-inspired flavors."
88,Aloha,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Aloha as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,https://aloha.com,Jordan Finger,Head of Growth Marketing,https://linkedin.com/in/jordanfinger,The Better Plant-Based Protein Brand,"Aloha is a plant‑based protein company that offers USDA‑Organic, Non‑GMO Project Verified bars, shakes, and powders made with real, clean ingredients. Their products are vegan, gluten‑free, soy‑free, dairy‑free, lactose‑free, stevia‑free, high‑protein, and kosher certified, designed to provide convenient, tasty nutrition for active lifestyles."
89,Alpha Foods,Pantry / Condiments,A,4,,Kraft Heinz; McCormick; Unilever; Conagra; Campbell,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,"When a shopper adds an incumbent pantry item, Pop can suggest Alpha Foods as a swap with a rebate — pay only on verified purchase.",http://www.eatalphafoods.com,Kierstin De West | Adrianne DeLuca,VP of Marketing | Reporter/Contributor,https://ca.linkedin.com/in/kierstin-de-west-a28632 | N/A,"Alpha Foods delivers plant‑based, protein‑rich convenience foods.","Alpha Foods is a plant-based food manufacturer specializing in convenient, protein-rich products such as burritos, nuggets, and meal starters. The company focuses on high-quality meat alternatives and has recently undergone a brand renovation following its acquisition by LiveKindly."
90,Alter Eco,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Alter Eco as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,http://www.nosh.com/brands/alter-eco-foods,Pilar Ochi | Madison Asher Woods | Lucie Gelebert,Brand Messaging / Marketing Executive | Associate Creative Director | Category Manager,https://modernspecies.com/brands-for-a-better-world-podcast/2021-hits-prioritizing-brand-messaging-pilar-ochi-alter-eco | https://www.linkedin.com/in/madison-asher-woods-33784756 | https://fr.linkedin.com/in/luciegelebert,"A chocolate-centric, sustainability-directed food company that takes indulgence to a new level.","Alter Eco is a pioneer and leader in fair trade and organic chocolate. Recognized as a top certified Benefit Corporation, the company focuses on climate action, clean ingredients, and sustainable packaging, including compostable wrappers for their truffles."
91,Angie's BOOMCHICKAPOP,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Angie's BOOMCHICKAPOP as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.,http://www.nosh.com/brands/boom-chicka-pop,Allen Gerten | Sarah Capurro | Emily Fulford,"Executive Vice President - Commercialization | National Sales | Brand Manager - Snacks, Popcorn",https://www.linkedin.com/in/allengerten | https://www.linkedin.com/in/sarahreynolds | https://ca.linkedin.com/in/emily-fulford-55100414,"Real, simple ingredients. Big flavor.","Angie's BOOMCHICKAPOP is a snack food brand specializing in gluten-free, Non-GMO popcorn. The company offers a variety of ready-to-eat, microwave, and seasonal flavored popcorn products made with whole grains and high-quality ingredients."
